Full name,Category,Link,Profile keywords,Full bio,Star rating,Number of reviews,Cameo video price,Cameo chat price,Response times (hours),Tags,FF Full name,FF Profile keywords,FF Celebrity rating,FF Main category rating,"Wikipedia Traffic
(Avg. daily)",Cost Effectiveness METRIC,Cost Effectiveness RANK,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers
Jackie Hoffman,Actors,https://www.cameo.com/jackiehoffman,Actress - Comedian - Broadway,"Star of stage and screens; so maybe; snarky or sweet, your call I do it all!",5.0,93,30.0,2.99,17.35,"#Actors, #Broadway, #Comedians, #Stand Up",Jackie Hoffman,Actor,36542.0,8829,149,0.912,"1,485",1,0,0,0,0,0,0,0,0,0,0
Nigel Barker,Personalities,https://www.cameo.com/nigelbarker,America's Next Top Model,"Photographer and judge from America's Next Top Model, Host of The Face and Top Photographer, NY Times Best Selling Author, Film Maker and Creative Director, Husband and Dad in reverse order",5.0,91,45.0,4.99,17.97,"#America's Next Top Model, #Bloggers, #Personalities, #Fashion, #Featured, #Models, #More, #Photographers, #Reality TV, #TV Hosts",Nigel Barker (photographer),Person,24374.0,680,323,0.912,"1,486",0,0,0,0,0,0,0,0,1,0,0
Stephen Murray,Athletes,https://www.cameo.com/staystrong,BMX Rider,Bmx Dirt X-Games Gold medalist 2x Gravity Games Gold medalist,0.0,0,10.0,2.99,166.01,"#Athletes, #BMX, #Extreme Sports, #More, #Motivational Speakers",Stephen Murray (BMX rider),Sportsperson,109734.0,701,34,0.9109999999999999,"1,487",0,0,1,0,0,0,0,0,0,0,0
Meaghan Martin,Public Figures,https://www.cameo.com/meaghanmartin,Actress - Camp Rock,"Actor best known for Camp Rock 1 & 2, 10 Things I Hate About You, Until Dawn and Kingdom Hearts. From 7-18 Dec 25% of my proceeds will be donated to St. Jude Children’s Research Hospital!",5.0,7,75.0,4.99,36.07,"#Actors, #Broadway, #Disney, #Movies",Meaghan Martin,Public Figure,14650.0,2589,603,0.91,"1,488",0,0,0,0,0,0,0,0,0,1,0
Patrick Labyorteaux,Actors,https://www.cameo.com/patricklabyorteaux,"Actor - Little House on the Prairie, NCIS, JAG","Hey there - thank you for looking me up and having me be a part of your special occasion or shout out to friends and family. You may know me from ""JAG,"" ""Little House on the Prairie,"" ""Heathers"" or ""Summer School."" I am up for fun and friendly shouts and well wishes. Let's get started!",5.0,17,60.0,1.99,47.28,#Actors,Patrick Labyorteaux,Actor,18327.0,5607,951,0.909,"1,489",1,0,0,0,0,0,0,0,0,0,0
Cody Hollister,Athletes,https://www.cameo.com/codyhollister,NFL - Seattle Seahawks,Wide receiver Tennessee Titans Bend Oregon raised Nashville livin Music in my bones All things—> Jesus,5.0,31,20.0,2.99,150.87,"#Athletes, #Football, #New York Giants",Cody Hollister,NFL,54998.0,1891,54,0.909,"1,490",0,0,1,0,0,0,0,0,0,0,0
Hidetada Yamagishi,Public Figures,https://www.cameo.com/hideyamagishi,Body Builder,Co-Promoter @ifbb_pro_league_japan_pro Co-Owner @bodicafe ArnoldClassic212 Champion 8xOlympian 3xIFBBPro champion @gaspari @team_npcj,5.0,15,20.0,2.99,31.18,"#Athletes, #Bodybuilders",Hidetada Yamagishi,Public Figure,54998.0,10816,83,0.909,"1,490",0,0,0,0,0,0,0,0,0,1,0
Debbie Gibson,Musicians,https://www.cameo.com/debbiegibson,Singer,Can’t wait to make a super unique video for you and your loves ones ! Request your fave hit song of mine and I will include a piece of it ! 😉 ❤️ X Debbie,5.0,681,249.0,4.99,18.13,"#Actors, #Broadway, #Featured, #Musicians, #Singer/Songwriter",Debbie Gibson,Musician,4419.0,423,2592,0.909,"1,492",0,0,0,0,0,0,0,1,0,0,0
Pat Miletich,Athletes,https://www.cameo.com/patmiletich,,"Former UFC champion Trainer of 90+ televised fighters A dozen world champions 2X IFL Team World Champions Broadcaster, motivational speak Host of 2 podcasts",5.0,2,40.0,2.99,97.00,"#Athletes, #Fighters, #UFC",Pat Miletich,Martial,27536.0,376,229,0.9079999999999999,"1,493",0,0,1,0,0,0,0,0,0,0,0
John Doe,Musicians,https://www.cameo.com/johndo,,,5.0,3,50.0,9.99,24.14,"#Actors, #Athletes, #Commentators, #Golf, #More, #Sports Reporters, #TV, #TV Hosts",John Doe (musician),Musician,22030.0,2455,492,0.9079999999999999,"1,494",0,0,0,0,0,0,0,1,0,0,0
Oliver Robins,Actors,https://www.cameo.com/oliverrobins,Actor - Poltergeist,,5.0,2,25.0,2.99,97.00,"#Actors, #Horror, #More, #Movies, #TV Hosts",Oliver Robins,Actor,44107.0,9894,472,0.907,"1,495",1,0,0,0,0,0,0,0,0,0,0
Frank Bello,Musicians,https://www.cameo.com/bello,Bass Guitarist - Anthrax,,4.96,47,25.0,2.99,97.76,"#Guitarists, #Metal, #Musicians",Frank Bello,Musician,44107.0,5165,158,0.907,"1,495",0,0,0,0,0,0,0,1,0,0,0
Dan Dakich,Athletes,https://www.cameo.com/ddakich,"Former Coach, Sportscaster",,5.0,44,40.0,2.99,16.33,"#Athletes, #Basketball, #Commentators, #Indiana University, #More, #NCAA, #Radio, #Sports Reporters",Dan Dakich,College,27593.0,142,53,0.9059999999999999,"1,497",0,0,1,0,0,0,0,0,0,0,0
Felipe Rose,Musicians,https://www.cameo.com/feliperose,Musician - The Village People,www.feliperose.com,5.0,1,50.0,2.99,97.01,"#Musicians, #Singer/Songwriter",Felipe Rose,Musician,22077.0,2460,442,0.9059999999999999,"1,498",0,0,0,0,0,0,0,1,0,0,0
Mark Rypien,Athletes,https://www.cameo.com/rypienmark,,If you want to send a family member or friend a video message hit me up. #HTTR #GoCougs,5.0,27,50.0,2.99,31.11,"#Athletes, #Football, #Seattle Seahawks, #Washington Football Team",Mark Rypien,NFL,22077.0,676,191,0.9059999999999999,"1,498",0,0,1,0,0,0,0,0,0,0,0
Harley Morenstein,Personalities,https://www.cameo.com/harleyplays,Comedian - Actor - YouTube Star,"Host of EpicMealTime Dean of Video Game High School If you make a Cameo request that is basically an ad, I will troll.",4.97,68,48.0,1.99,18.44,"#Actors, #Comedians, #Personalities, #Food, #More, #Youtube",Harley Morenstein,Youtube,23021.0,100,228,0.905,"1,500",0,0,0,0,0,0,0,0,1,0,0
Laura Kirkpatrick,Models,https://www.cameo.com/laura_allstar,Model - ANTM,"America’s Next Top Model, from the petite cycle and All Star Cycle! Your southern Kentucky fan favorite here wishing you the best!",5.0,3,20.0,2.99,97.03,"#America's Next Top Model, #Models, #Reality TV",Laura Kirkpatrick,Model,55338.0,454,136,0.904,"1,501",0,0,0,0,0,0,1,0,0,0,0
Christopher Fitzgerald,Actors,https://www.cameo.com/cfitz,Broadway - TV - Film Actor,I’m Christopher Fitzgerald. I’m a Broadway/TV/Film actor person. Most recently I was in Waitress on Broadway and I played the evil Sonny Sine on Syfy’s Happy! I’m a Dad and a good person.,5.0,13,25.0,1.99,34.91,"#Actors, #Broadway, #TV",Christopher Fitzgerald (actor),Actor,44300.0,9919,142,0.903,"1,502",1,0,0,0,0,0,0,0,0,0,0
Mackenzie McDonald,Athletes,https://www.cameo.com/mackiemacster,Pro Tennis Player,"Professional Tennis Player Former UCLA Bruin and NCAA champion in singles and doubles IG, Twitter: mackiemacster",5.0,3,30.0,2.99,138.39,"#Athletes, #Tennis",Mackenzie McDonald,Tennis,36960.0,249,109,0.902,"1,503",0,0,1,0,0,0,0,0,0,0,0
Hector Santiago,Athletes,https://www.cameo.com/hsantiago6666,MLB Pitcher,Born n raised Newark Nj reside in Guaynabo Puerto Rico. Born to play baseball.,5.0,2,15.0,3.99,97.04,"#Athletes, #Baseball, #Chicago White Sox, #En Español, #Los Angeles Angels, #More, #New York Mets",Hector Santiago,Baseball,73940.0,1210,43,0.902,"1,504",0,0,1,0,0,0,0,0,0,0,0
Jeremy Miller,Actors,https://www.cameo.com/therealjeremyjmiller,Actor - Growing Pains,Ben Seaver from Growing Pains and Linus from Peanuts. Love to do fun and creative messages. No commercial requests. No Roasts or tearing people down. And please leave a review so I know how I’m doing,5.0,15,40.0,2.99,84.19,"#Actors, #Movies, #TV, #Voice Actors",Jeremy Miller,Actor,27741.0,7431,250,0.9009999999999999,"1,505",1,0,0,0,0,0,0,0,0,0,0
Mariana Klaveno,Actors,https://www.cameo.com/marianaklaveno,Actress - True Blood,"Hello! My fans are the best and I’m looking forward to connecting with you guys. Lovers of True Blood (Truebies), Devious Maids, Stalker, Designated Survivor: lets make some videos!",5.0,11,35.0,2.99,92.74,#Actors,Mariana Klaveno,Actor,31707.0,8100,229,0.9009999999999999,"1,506",1,0,0,0,0,0,0,0,0,0,0
Bode Miller,Athletes,https://www.cameo.com/millerbode,Olympic Gold Medalist - Alpine Ski,,4.97,34,100.0,2.99,166.01,"#Athletes, #Featured, #Olympics, #Winter Sports",Bode Miller,Alpine,11107.0,3,474,0.9,"1,507",0,0,1,0,0,0,0,0,0,0,0
Lisa Loeb,Musicians,https://www.cameo.com/lisaloeb,Singer - Songwriter,"Grammy-winning singer/songwriter, summer camper, ‘90s icon. For endorsements contact me at lisaloeb.com. Better to order my cameo from your desktop instead of the phone app!",4.99,404,100.0,4.99,44.73,"#Actors, #Cameo Live, #Personalities, #Family, #Musicians, #Pop, #Singer/Songwriter, #TV, #Youtube",Lisa Loeb,Musician,11107.0,1143,1167,0.9,"1,507",0,0,0,0,0,0,0,1,0,0,0
Elise Neal,Actors,https://www.cameo.com/eliseneal,Actor,"Veteran Actress from hits ""Scream 2"" and ""LOGAN"" to 'Hustle and Flow'"" to ""Money Talks"" plus FITNESS is my sanity!!",4.5,4,65.0,2.99,60.91,"#Actors, #Sitcom, #TV",Elise Neal,Actor,17102.0,5338,383,0.9,"1,509",1,0,0,0,0,0,0,0,0,0,0
Kaya Jones,Musicians,https://www.cameo.com/kayajones,Artist - Former Pussycat Doll,Children of the King✞That makes Us Royalty👑Actress | Producer | Grammy Winning Vocalist | “Messages with Kaya” Tuesday’s .3pm ET Life Network For Women,5.0,10,50.0,5.99,145.79,"#Commentators, #Models, #More, #Musicians, #Political commentators, #Singer/Songwriter",Kaya Jones,Musician,22236.0,2482,488,0.899,"1,510",0,0,0,0,0,0,0,1,0,0,0
Sophie Skelton,Actors,https://www.cameo.com/sophieskelton,Actor - Outlander,,5.0,3,100.0,9.99,124.36,"#Actors, #Comic-Con, #Drama, #Outlander, #TV",Sophie Skelton,Actor,11124.0,3944,1054,0.899,"1,511",1,0,0,0,0,0,0,0,0,0,0
Alex Bent,Musicians,https://www.cameo.com/alexbentdrums,Drummer for Trivium,Drummer for Trivium,5.0,14,20.0,2.99,73.00,"#Metal, #Musicians, #Trivium",Alex Bent,Musician,55627.0,6589,126,0.899,"1,512",0,0,0,0,0,0,0,1,0,0,0
Jeremiah Sirles,Athletes,https://www.cameo.com/sirles71,NFL - Free Agent,,5.0,6,10.0,2.99,131.60,"#Athletes, #Buffalo Bills, #Football",Jeremiah Sirles,NFL,111285.0,4109,25,0.899,"1,513",0,0,1,0,0,0,0,0,0,0,0
Brandon Beck,Public Figures,https://www.cameo.com/brandonnbeck,,New age adventurer who jumps off cliffs 🔹skier @momentskis 🔹freestyle cliff jumper 🔹Adrenaline seeker 130 ft double off Burney Falls in link below👇🏻,5.0,1,10.0,2.99,0.00,"#Athletes, #Winter Sports",Brandon Beck,Public Figure,111285.0,20581,34,0.899,"1,513",0,0,0,0,0,0,0,0,0,1,0
Patrick Ewing Jr,Athletes,https://www.cameo.com/pewingjr,Former NBA - Sacramento Kings,Former NBA Player and Georgetown Hoya,5.0,6,25.0,2.99,65.21,"#Athletes, #Basketball, #Indiana University, #NCAA, #Sacramento Kings",Patrick Ewing Jr.,Basketball,44515.0,1158,157,0.899,"1,515",0,0,1,0,0,0,0,0,0,0,0
Ashley Jones,Actors,https://www.cameo.com/ashleyaubra,Actress,"Hi Y'all. Hope you are well and safe. You might know me from daytime soaps or True Blood or Lifetime... look forward to doing some fun, creative stuff!",5.0,12,50.0,2.99,120.51,#Actors,Ashley Jones,Actor,22293.0,6422,201,0.897,"1,516",1,0,0,0,0,0,0,0,0,0,0
Sofia Milos,Actors,https://www.cameo.com/sofiamilos_official,Actress,"ItalianAmerican-Actress new: Project Bluebook /you know me from CSI:MIAMI. SOPRANOS, FAKE NEWS, CHICAGO Justice , curb your enthusiasm , Friends , Passionada .... 🇮🇹 Roma-Hollywood 🇺🇸",5.0,13,55.0,9.99,40.98,#Actors,Sofia Milos,Actor,20282.0,6032,585,0.8959999999999999,"1,517",1,0,0,0,0,0,0,0,0,0,0
Ricardo Hurtado,Public Figures,https://www.cameo.com/ricardo_hurtado,"Actor - School of Rock, Malibu Rescue",Tyler on Malibu Rescue! Can’t wait to make a video for you❤️,5.0,19,30.0,1.99,78.96,"#Actors, #Disney, #Models, #Netflix, #TV",Ricardo Hurtado,Public Figure,37245.0,7250,586,0.895,"1,518",0,0,0,0,0,0,0,0,0,1,0
Dean Butler,Public Figures,https://www.cameo.com/deanbutler,Actor- Little House on the Prairie,"I was ""Almanzo"" on Little House on the Prairie, Buffy's dad, ""Hank"" on Buffy, The Vampire Slayer, and ""Moondoggie"" on The New Gidget. I'll create a Cameo greeting for any occasion just for you.",4.98,62,45.0,2.99,43.53,"#Actors, #Film, #TV",Dean Butler (actor),Public Figure,24840.0,4668,493,0.895,"1,519",0,0,0,0,0,0,0,0,0,1,0
Frank Corrado,Athletes,https://www.cameo.com/corradofrank,Hockey,"Former NHL Defenceman with the Vancouver Canucks, Toronto Maple Leafs and Pittsburgh Penguins.",5.0,11,12.0,0.99,5.32,"#Athletes, #Hockey, #Pittsburgh Penguins, #Toronto Maple Leafs, #Vancouver Canucks, #Winter Sports",Frank Corrado,Ice,93158.0,1156,17,0.895,"1,520",0,0,1,0,0,0,0,0,0,0,0
Dane Bowers,Musicians,https://www.cameo.com/danebowers,Singer Songwriter/Artist - Reality TV Star,"Dane Bowers has been a household name in the music & TV industry for over 15 years, beginning his career with boyband Another Level. Through Another Level and a cool career, Dane has achieved several platinum selling albums and UK Top 10 hits including Freak Me, Out of Your Mind and Bugging. Dane has performed with Spice Girl Victoria Beckham and collaborated with top acts and producers such as Kelis, Jay-Z, Ghost Face Killa, TQ, Wyclef, Rodney Jerkins and Dallas Austin. Alongside music, Dane has also had a successful TV career including Pop-Stars the Rivals (ITV), Celebrity Juice, Celebrity Big Brother and even won Celebrity Come Dine With Me!",5.0,5,35.0,2.99,164.14,"#Actors, #Musicians, #Reality TV, #Singer/Songwriter, #TV",Dane Bowers,Musician,31941.0,3657,191,0.895,"1,521",0,0,0,0,0,0,0,1,0,0,0
Campbell Brown,Public Figures,https://www.cameo.com/browndog_30x,AFL Player,Everything good in life is worth overdoing. Moderation is for cowards.,5.0,23,35.0,2.99,25.70,"#Athletes, #Australian Rules Football",Campbell Brown,Public Figure,31941.0,6155,15,0.895,"1,521",0,0,0,0,0,0,0,0,0,1,0
Brenda Strong,Actors,https://www.cameo.com/strongbrenda,Actress - Desperate Housewives,"Emmy Nominated Actress, Mom, Yoga Teacher, Women's Health Advocate. Prod/Director: https://igg.me/at/h26GT0bRNKc/3359371 tobtr.com/10536145",4.82,28,100.0,2.99,30.93,"#13 Reasons Why, #Actors, #Comic-Con, #Personalities, #DC, #Drama, #TV",Brenda Strong,Actor,11181.0,3958,1153,0.894,"1,523",1,0,0,0,0,0,0,0,0,0,0
Evan Todd,Public Figures,https://www.cameo.com/evantoddhere,Broadway Actor,"Actor in ""Beautiful the Carole King Musical"", ""Jane the Virgin"", ""4th Man Out"" & ""Heathers the Musical"". Tony nominated producer for Spring Awakening",5.0,5,20.0,2.99,155.14,"#Actors, #Broadway",Evan Todd,Public Figure,55924.0,10989,72,0.894,"1,524",0,0,0,0,0,0,0,0,0,1,0
Drew Bledsoe,Athletes,https://www.cameo.com/drewbledsoe,NFL Legend - New England Patriots | Buffalo Bills | Dallas Cowboys,@drewbledsoe,4.93,29,250.0,2.99,41.05,"#Athletes, #Buffalo Bills, #Dallas Cowboys, #Featured, #Football, #NCAA, #New England Patriots, #Washington State University",Drew Bledsoe,NFL,4474.0,110,999,0.894,"1,525",0,0,1,0,0,0,0,0,0,0,0
Amy Lennox,Public Figures,https://www.cameo.com/misslenn,West End Actress,Hiya lovelies!!! I pretend to be an amazingly talented doctor for a living (if only I was a real one eh?!) I can’t cure corona virus but maybe I can cheer you up with a wee video message :-),5.0,9,15.0,2.99,95.02,"#Actors, #Broadway",Amy Lennox,Public Figure,74571.0,14465,103,0.894,"1,526",0,0,0,0,0,0,0,0,0,1,0
Jenna Johnson,Athletes,https://www.cameo.com/jennajohnson,Professional Dancer - Dancing With the Stars,Professional Dancer on Dancing With the Stars 🌟,5.0,2,100.0,5.99,1.97,"#Dancers, #Dancing with the Stars, #More, #Reality TV",Jenna Johnson (dancer),Dancer,11196.0,8,408,0.893,"1,527",0,0,1,0,0,0,0,0,0,0,0
Thomas Rawls,Athletes,https://www.cameo.com/t.rawls810,NFL - Free Agent,"RB: Jacksonville Jaguars The University of Michigan (AA) Alum C.M.U (G.S) 🏡 Flint, Michigan ✈️Journey Continues.. Twitter: trawls810 Instagram: t.rawls810",5.0,4,50.0,2.99,165.97,"#Athletes, #Football, #Jacksonville Jaguars",Thomas Rawls,NFL,22413.0,690,68,0.892,"1,528",0,0,1,0,0,0,0,0,0,0,0
Kirk Acevedo,Actors,https://www.cameo.com/acevedo123,"Actor - OZ, Arrow, Fringe, Band of Brothers","Hi guys! U might’ve seen me in Band Of Brothers,CW Arrow,Fringe, Insidious,12 Monkeys,HBO’s OZ, Dawn Of The Planet Of The Apes, The Walking Dead! If U wanna surprise someone, I can make this happen! *From now until 10/31 all my Cameo proceeds will go to No Dem Left Behind!",4.73,15,100.0,3.99,97.02,"#Actors, #Featured, #HBO, #TV",Kirk Acevedo,Actor,11212.0,3968,1051,0.892,"1,529",1,0,0,0,0,0,0,0,0,0,0
Nick Manning,Actors,https://www.cameo.com/nickmanning,TV Star - Nightwatch,"Nick Manning as seen on A&E’s hit series Nightwatch. Paramedic and Forensic Investigator for the city of New Orleans. Positivity, animal rescue and travel fill my days. A percentage of money made will go towards a rescue animal so thank you for all requests and donations 💯",5.0,6,30.0,2.99,87.14,"#Actors, #TV",Nick Manning,Adult,37387.0,300,155,0.892,"1,530",1,0,0,0,0,0,0,0,0,0,0
Sarah Roberts,Public Figures,https://www.cameo.com/sar.rob,Australian Actress and DJ - Home & Away,Australian Actor & DJ. Currently on Home & Away. One half of DJ Duo VAMP - “Neon Lights” ft. Eve.,5.0,13,50.0,2.99,33.74,"#Actors, #Bollywood, #DJs, #Home And Away, #Musicians, #Neighbours, #Soap Operas, #TV",Sarah Roberts (actress),Public Figure,22459.0,4172,270,0.8909999999999999,"1,531",0,0,0,0,0,0,0,0,0,1,0
Nick Gage,Athletes,https://www.cameo.com/nickgage,Professional Wrestler,The king of this shit. MDK All FN Day.,5.0,135,25.0,1.99,2.60,"#Athletes, #Pro Wrestlers, #Wrestlers",Nick Gage,Professional,44925.0,743,256,0.89,"1,532",0,0,1,0,0,0,0,0,0,0,0
Bob Stoops,Athletes,https://www.cameo.com/coachstoops,Former Univ. of Oklahoma Head Football Coach,,4.96,57,125.0,9.99,70.42,"#Athletes, #Coaches, #Featured, #More, #Motivational Speakers, #NCAA, #Oklahoma University",Bob Stoops,College,8986.0,30,212,0.89,"1,533",0,0,1,0,0,0,0,0,0,0,0
Haley Reinhart,Public Figures,https://www.cameo.com/haleyreinhart,Singer - Actress,Pleasure to meet you through the phone! X ♥️,5.0,31,150.0,5.99,63.71,"#Actors, #American Idol, #Featured, #Musicians, #Pop, #R&B, #Reality TV, #Singer/Songwriter, #Voice Actors",Haley Reinhart,Public Figure,7498.0,1148,857,0.889,"1,534",0,0,0,0,0,0,0,0,0,1,0
Tami Stronach,Actors,https://www.cameo.com/tamush,Actor - The Neverending Story,The Childlike Empress from the Neverending Story.,4.81,21,50.0,2.99,79.40,"#Actors, #Comic-Con, #Personalities, #Stranger Things, #TV",Tami Stronach,Actor,22501.0,6460,865,0.889,"1,535",1,0,0,0,0,0,0,0,0,0,0
Tyrin Turner,Public Figures,https://www.cameo.com/tyrinturner,Actor - Menace to Society,This is Tyrin Turner if you need anything just hit me and I will get back to you,5.0,8,50.0,2.99,56.87,#Actors,Tyrin Turner,Public Figure,22501.0,4181,348,0.889,"1,535",0,0,0,0,0,0,0,0,0,1,0
Cara Mund,Public Figures,https://www.cameo.com/realcaramund,Miss America 2018,Miss America 2018👑 Speaker | Dancer | Writer | Scholar Official Account for Cara Mund,4.93,14,49.0,14.99,145.04,"#Bloggers, #Personalities, #Dancers, #Influencers, #Lifestyle, #More, #Motivational Speakers, #Writers",Cara Mund,Public Figure,22963.0,4279,129,0.889,"1,537",0,0,0,0,0,0,0,0,0,1,0
Logan Morrison,Athletes,https://www.cameo.com/lmorrison,MLB - Milwaukee Brewers,"Major League Baseball player for the past decade. Father of two, husband of the one. Holler at me.",3.86,7,20.0,2.99,97.00,"#Athletes, #Baseball, #Miami Marlins, #Milwaukee Brewers, #Philadelphia Phillies, #Seattle Mariners, #Tampa Bay Rays",Logan Morrison,Baseball,56295.0,876,151,0.888,"1,538",0,0,1,0,0,0,0,0,0,0,0
Bethany Balcer,Athletes,https://www.cameo.com/bethanybalcer,NWSL - Seattle Reign FC,professional soccer player for OL Reign 2019 NWSL Rookie of the Year,5.0,17,20.0,2.99,13.22,"#Athletes, #Reign FC, #Soccer",Bethany Balcer,Football,56295.0,4033,24,0.888,"1,538",0,0,1,0,0,0,0,0,0,0,0
Redman,Musicians,https://www.cameo.com/redman,Rapper,"FOR GREAT TIMING,PLZZ HAVE BIRTH DAY REQUESTS AT LEAST A WEEK or TWO AHEAD OF TIME ..OR ANY REQUEST THAT INVOLVES A DATE A WEEK OR TWO AHEAD OF TIME.. Thank You !!",5.0,493,160.0,0.0,10.81,"#Cameo Live, #Featured, #Hip Hop, #Musicians, #Rappers",Redman (rapper),Musician,7038.0,698,1065,0.888,"1,540",0,0,0,0,0,0,0,1,0,0,0
Michael Rosenbaum,Actors,https://www.cameo.com/themichaelrosenbaum,Actor - Smallville - Guardians of the Galaxy 2,Hey guys! It’s me. Michael. Let’s rock and roll! Looking forward to chatting with ya. Might even make up a song about ya. Appreciate positive reviews. They make me smile.,5.0,262,145.0,19.99,51.17,"#Actors, #Cartoon Network, #Comic-Con, #Personalities, #CW, #DC, #Featured, #More, #Podcast, #Sci-Fi, #TV",Michael Rosenbaum,Actor,7774.0,3031,1042,0.887,"1,541",1,0,0,0,0,0,0,0,0,0,0
